series id,id,title,notes
CCUSMA02TRM618N,CCUSMA02TRM618N,Currency Conversions: US Dollar Exchange Rate: Average of Daily Rates: National Currency: USD for Turkey,"OECD Descriptor ID: CCUSMA02 OECD unit ID: TRY OECD country ID: TUR  All OECD data should be cited as follows: OECD, ""Main Economic Indicators - complete database"", Main Economic Indicators (database), https://dx.doi.org/10.1787/data-00052-en (Accessed on date) Copyright, 2016, OECD. Reprinted with permission"
HQMCB20YR,HQMCB20YR,20-Year High Quality Market (HQM) Corporate Bond Spot Rate,"The spot rate for any maturity is defined as the yield on a bond that gives a single payment at that maturity. This is called a zero coupon bond. Because high quality zero coupon bonds are not generally available, the HQM methodology computes the spot rates so as to make them consistent with the yields on other high quality bonds. The HQM yield curve uses data from a set of high quality corporate bonds rated AAA, AA, or A that accurately represent the high quality corporate bond market.   The HQM methodology projects yields beyond 30 years maturity out to 100 years maturity to get discount rates for long-dated pension liabilities.    For more information see https://www.treasury.gov/resource-center/economic-policy/corp-bond-yield/Pages/Corp-Yield-Bond-Curve-Papers.aspx"
SPDYNTFRTINUSA,SPDYNTFRTINUSA,"Fertility Rate, Total for the United States","Total fertility rate represents the number of children that would be born to a woman if she were to live to the end of her childbearing years and bear children in accordance with current age-specific fertility rates.  World Bank Source: (1) United Nations Population Division. World Population Prospects, (2) United Nations Statistical Division. Population and Vital Statistics Report (various years), (3) Census reports and other statistical publications from national statistical offices, (4) Eurostat: Demographic Statistics, (5) Secretariat of the Pacific Community: Statistics and Demography Program, and (6) U.S. Census Bureau: International Database  Source Indicator: SP.DYN.TFRT.IN"
AEXSZUS,AEXSZUS,Swiss Francs to U.S. Dollar Spot Exchange Rate,Averages of daily figures. Noon buying rates in New York City for cable transfers payable in foreign currencies.
CHLGDPRQPSMEI,CHLGDPRQPSMEI,National Accounts: GDP by Expenditure: Constant Prices: Gross Domestic Product: Total for Chile,"OECD Descriptor ID: NAEXKP01 OECD unit ID: PC OECD country ID: CHL  All OECD data should be cited as follows: OECD, ""Main Economic Indicators - complete database"", Main Economic Indicators (database), https://dx.doi.org/10.1787/data-00052-en (Accessed on date) Copyright, 2016, OECD. Reprinted with permission"
INDIRLTLT01STQ,INDIRLTLT01STQ,Interest Rates: Long-Term Government Bond Yields: 10-Year: Main (Including Benchmark) for India,"OECD Descriptor ID: IRLTLT01 OECD unit ID: PC OECD country ID: IND  All OECD data should be cited as follows: OECD, ""Main Economic Indicators - complete database"", Main Economic Indicators (database), https://dx.doi.org/10.1787/data-00052-en (Accessed on date) Copyright, 2016, OECD. Reprinted with permission"
T5YFF,T5YFF,5-Year Treasury Constant Maturity Minus Federal Funds Rate,"Series is calculated as the spread between 5-Year Treasury Constant Maturity (BC_5YEAR) and Effective Federal Funds Rate (https://fred.stlouisfed.org/series/EFFR). Starting with the update on June 21, 2019, the Treasury bond data used in calculating interest rate spreads is obtained directly from the U.S. Treasury Department (https://www.treasury.gov/resource-center/data-chart-center/interest-rates/Pages/TextView.aspx?data=yield)."
AEXMAUS,AEXMAUS,Malaysian Ringgit to U.S. Dollar Spot Exchange Rate,Averages of daily figures. Noon buying rates in New York City for cable transfers payable in foreign currencies.
DLTIIT,DLTIIT,"Treasury Long-Term Average (Over 10 Years), Inflation-Indexed",Based on the unweighted average bid yields for all TIPS with remaining terms to maturity of more than 10 years.
ECBMRRFR,ECBMRRFR,ECB Main Refinancing Operations Rate: Fixed Rate Tenders for Euro Area,"The interest rate on the main refinancing operations (MRO), which provide the bulk of liquidity to the banking system. Data refer to the changing composition of the Euro Area, taking into account the composition of the euro area at the time to which the statistics relate. For more details, see the ECB Statistics Bulletin's General Notes (https://sdw.ecb.europa.eu/reports.do?node=10000023).  Copyright, 2021, European Central Bank (ECB). Reprinted with permission."
CHLGDPRAPSMEI,CHLGDPRAPSMEI,National Accounts: GDP by Expenditure: Constant Prices: Gross Domestic Product: Total for Chile,"OECD Descriptor ID: NAEXKP01 OECD unit ID: PC OECD country ID: CHL  All OECD data should be cited as follows: OECD, ""Main Economic Indicators - complete database"", Main Economic Indicators (database), https://dx.doi.org/10.1787/data-00052-en (Accessed on date) Copyright, 2016, OECD. Reprinted with permission"
TXUR,TXUR,Unemployment Rate in Texas,
CPALTT01USA659N,CPALTT01USA659N,Consumer Price Index: All Items: Total for United States,"OECD Descriptor ID: CPALTT01 OECD unit ID: PC OECD country ID: USA  All OECD data should be cited as follows: OECD, ""Main Economic Indicators - complete database"", Main Economic Indicators (database), https://dx.doi.org/10.1787/data-00052-en (Accessed on date) Copyright, 2016, OECD. Reprinted with permission"
A067RP1Q027SBEA,A067RP1Q027SBEA,Disposable Personal Income,"BEA Account Code: A067RP  For more information about this series, please see http://www.bea.gov/national/."
LREM64TTUSQ156S,LREM64TTUSQ156S,Employment Rate: Aged 15-64: All Persons for United States,"OECD Descriptor ID: LREM64TT OECD unit ID: PC OECD country ID: USA  All OECD data should be cited as follows: OECD, ""Main Economic Indicators - complete database"", Main Economic Indicators (database), https://dx.doi.org/10.1787/data-00052-en (Accessed on date) Copyright, 2016, OECD. Reprinted with permission"
STTMINWGNJ,STTMINWGNJ,State Minimum Wage Rate for New Jersey,"State minimum wage is changed annually based on changes in the CPI and a cost of living formula.  For more information, visit https://www.dol.gov/whd/state/stateMinWageHis.htm"
STTMINWGMI,STTMINWGMI,State Minimum Wage Rate for Michigan,"State minimum wage applies only when a certain number of workers are employed.  For more information, visit https://www.dol.gov/whd/state/stateMinWageHis.htm"
DRCCLT100N,DRCCLT100N,"Delinquency Rate on Credit Card Loans, Banks Ranked 1st to 100th Largest in Size by Assets",The 100 largest banks are measured by consolidated foreign and domestic assets.
EXMAUS,EXMAUS,Malaysian Ringgit to U.S. Dollar Spot Exchange Rate,"Averages of daily figures. Noon buying rates in New York City for cable transfers payable in foreign currencies.  This data series is updated from the source files in the Data Download Program (http://www.federalreserve.gov/datadownload/Choose.aspx?rel=h10). The files are updated on a weekly basis every Monday. If Monday is a holiday, the data files are updated the next business day.  Monthly values are averages of the daily data available. Preliminary value for the current month is provided by the source even if not all daily values are available for the entire month.  Please note that the values reported on the press release may not correspond to the values in the Data Download Program when the press release is published on a day other than Monday. This inconsistency is resolved on the next available weekly release date."
H8B1058NCBCAG,H8B1058NCBCAG,"Deposits, All Commercial Banks","For further information, please refer to the Board of Governors of the Federal Reserve System's H.8 release (http://www.federalreserve.gov/releases/h8)"
LREM64TTUSA156S,LREM64TTUSA156S,Employment Rate: Aged 15-64: All Persons for United States,"OECD Descriptor ID: LREM64TT OECD unit ID: PC OECD country ID: USA  All OECD data should be cited as follows: OECD, ""Main Economic Indicators - complete database"", Main Economic Indicators (database), https://dx.doi.org/10.1787/data-00052-en (Accessed on date) Copyright, 2016, OECD. Reprinted with permission"
ARGCCUSMA02STM,ARGCCUSMA02STM,Currency Conversions: US Dollar Exchange Rate: Average of Daily Rates: National Currency: USD for Argentina,"OECD Descriptor ID: CCUSMA02 OECD unit ID: ARS OECD country ID: ARG  All OECD data should be cited as follows: OECD, ""Main Economic Indicators - complete database"", Main Economic Indicators (database), https://dx.doi.org/10.1787/data-00052-en (Accessed on date) Copyright, 2016, OECD. Reprinted with permission"
IR3TIB01EZM156N,IR3TIB01EZM156N,Interest Rates: 3-Month or 90-Day Rates and Yields: Interbank Rates: Total for Euro Area (19 Countries),"OECD Descriptor ID: IR3TIB01 OECD unit ID: PC OECD country ID: EA19  All OECD data should be cited as follows: OECD, ""Main Economic Indicators - complete database"", Main Economic Indicators (database), https://dx.doi.org/10.1787/data-00052-en (Accessed on date) Copyright, 2016, OECD. Reprinted with permission"
COMREPUSQ159N,COMREPUSQ159N,Commercial Real Estate Prices for United States,"This series covers commercial real estate price indices. Currently, there is limited international experience in constructing representative real estate price indices as real estate markets are heterogeneous, both within and across countries, and illiquid. A rapid increase in real estate prices, followed by a sharp economic downturn, can have a detrimental effect on financial sector soundness by affecting credit quality and the value of collateral.  Copyright © 2016, International Monetary Fund. Reprinted with permission. Complete terms of use and contact details are available at http://www.imf.org/external/terms.htm."
BAAFFM,BAAFFM,Moody's Seasoned Baa Corporate Bond Minus Federal Funds Rate,"Series is calculated as the spread between Moody's Seasoned Baa Corporate Bond© (https://fred.stlouisfed.org/series/BAA) and Effective Federal Funds Rate (https://fred.stlouisfed.org/series/EFFRM).  ©2017, Moody's Corporation, Moody's Investors Service, Inc., Moody's Analytics, Inc. and/or their licensors and affiliates (collectively, ""Moody's""). All rights reserved. Moody's ratings and other information (""Moody's Information"") are proprietary to Moody's and/or its licensors and are protected by copyright and other intellectual property laws. Moody's Information is licensed to Client by Moody's. MOODY'S INFORMATION MAY NOT BE COPIED OR OTHERWISE REPRODUCED, REPACKAGED, FURTHER TRANSMITTED, TRANSFERRED, DISSEMINATED, REDISTRIBUTED OR RESOLD, OR STORED FOR SUBSEQUENT USE FOR ANY SUCH PURPOSE, IN WHOLE OR IN PART, IN ANY FORM OR MANNER OR BY ANY MEANS WHATSOEVER, BY ANY PERSON WITHOUT MOODY'S PRIOR WRITTEN CONSENT. Starting with the update on June 21, 2019, the Treasury bond data used in calculating interest rate spreads is obtained directly from the U.S. Treasury Department (https://www.treasury.gov/resource-center/data-chart-center/interest-rates/Pages/TextView.aspx?data=yield)."
PRS85006042,PRS85006042,Nonfarm Business Sector: Real Value-Added Output for All Workers,"Real output is constructed from the gross domestic product (GDP) excluding the following outputs: general government, nonprofit institutions, paid employees of private households, and the rental value of owner-occupied dwellings. The farm sector, which is subject to unique external forces, also is excluded to yield the nonfarm business sector, the principal focus of many productivity studies.   For more information, please go to https://www.bls.gov/news.release/pdf/prod2.pdf  Source Indicator PRS85006042"
